Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,mpaa_rating,added_to_netflix,flixable_url,totalSeasons
The Two Popes,2019,PG-13,20 Dec 2019,125 min,"Biography, Comedy, Drama",Fernando Meirelles,Anthony McCarten,"Anthony Hopkins, Jonathan Pryce, Juan Minujín, Luis Gnecco","Behind Vatican walls, the conservative Pope Benedict and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.","Latin, English, Spanish, Italian, French, Portuguese, German","UK, Italy",Nominated for 4 Golden Globes. Another 9 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BY2RiOTc1YmYtMDk0Yy00ZWI4LTgzN2YtYTg2ZDZmOGIwNTA1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.7,"40,362",tt8404614,movie,20 Dec 2019,N/A,Netflix,N/A,True,PG-13,"December 20, 2019",http://www.flixable.com/title/80174451/,
The Witcher,2019,TV-MA,20 Dec 2019,474 min,"Action, Adventure, Drama, Fantasy, Horror, Mystery",Tomek Baginski,Lauren Schmidt,"Henry Cavill, Freya Allan, Anya Chalotra, Mimi Ndiweni","Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",English,"USA, Poland",N/A,https://m.media-amazon.com/images/M/MV5BOGE4MmVjMDgtMzIzYy00NjEwLWJlODMtMDI1MGY2ZDlhMzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"174,804",tt5180504,series,,,,,True,TV-MA,"December 20, 2019",http://www.flixable.com/title/80189685/,2
After the Raid,2019,N/A,19 Dec 2019,24 min,"Documentary, Short",Rodrigo Reyes,Rodrigo Reyes,N/A,"A large immigration raid in a small Tennessee town leaves emotional fallout as well as far-reaching questions about justice, faith and humanity.",English,"USA, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BNzBlNGI1ZjEtYjljMC00ZThhLWJmNzktMTViZWZmZDRjNzNjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,28,tt11324024,movie,N/A,N/A,N/A,N/A,True,TV-PG,"December 19, 2019",http://www.flixable.com/title/80244681/,
Twice Upon A Time,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"December 19, 2019",http://www.flixable.com/title/80989919/,
Ultraviolet,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"December 19, 2019",http://www.flixable.com/title/80225020/,
Don't F**k with Cats: Hunting an Internet Killer,2019,TV-MA,18 Dec 2019,187 min,"Documentary, Crime, Mystery",N/A,N/A,"Deanna Thompson, John Green, Claudette Hamlin, Antonio Paradiso",A group of online justice seekers track down a guy who posted a video of him killing kittens.,English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BNGU2OGJkZTItYmRmNi00YTI2LWFkNzEtNjY2MGZiZTRhMzRkXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"13,614",tt11318602,series,,,,,True,TV-MA,"December 18, 2019",http://www.flixable.com/title/81031373/,1
Soundtrack,2019,N/A,18 Dec 2019,N/A,"Drama, Musical",N/A,Joshua Safran,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan",Music connects the lives of random people living in Los Angeles.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDIyMDI2OGQtY2JmZi00YmFiLWFjYzktOGNiZmM0NTUzNWRkXkEyXkFqcGdeQXVyMzI5OTAzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,278,tt7913450,series,,,,,True,TV-MA,"December 18, 2019",http://www.flixable.com/title/80241410/,N/A
Ronny Chieng: Asian Comedian Destroys America!,2019,TV-MA,17 Dec 2019,63 min,Comedy,Sebastian DiNatale,N/A,Ronny Chieng,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTRkMzdkZjUtZmRkNS00Mzg1LWE5YTItODhkNWFhZTUyZGNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,690,tt11248800,movie,N/A,N/A,N/A,N/A,True,TV-MA,"December 17, 2019",http://www.flixable.com/title/81070659/,
Burlesque,2010,PG-13,24 Nov 2010,119 min,"Drama, Music, Musical, Romance",Steve Antin,Steve Antin,"Cher, Christina Aguilera, Eric Dane, Cam Gigandet",A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,"Ukrainian, English",USA,Won 1 Golden Globe. Another 5 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjM1ZmI4NmUtMDJmMC00N2NkLTg1NGYtMDUyZDZlMmExNGNiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"72,930",tt1126591,movie,01 Mar 2011,"$39,440,655",Sony Pictures/Screen Gems,N/A,True,PG-13,"December 16, 2019",http://www.flixable.com/title/70137790/,
"Sincerely Yours, Dhaka",2018,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"December 16, 2019",http://www.flixable.com/title/81048551/,
The Danish Girl,2015,R,22 Jan 2016,119 min,"Biography, Drama, Romance",Tom Hooper,"Lucinda Coxon (screenplay), David Ebershoff (book)","Alicia Vikander, Eddie Redmayne, Tusse Silberg, Adrian Schiller",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,"English, French, German","UK, USA, Germany, Denmark, Belgium, Japan",Won 1 Oscar. Another 31 wins & 76 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"152,624",tt0810819,movie,01 Mar 2016,N/A,Focus Features,N/A,True,R,"December 16, 2019",http://www.flixable.com/title/80058477/,
The Magicians,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"December 16, 2019",http://www.flixable.com/title/80092801/,
A Family Man,2016,R,28 Jul 2017,108 min,Drama,Mark Williams,Bill Dubuque,"Gerard Butler, Alison Brie, Dustin Milligan, Willem Dafoe","A headhunter whose life revolves around closing deals in a survival-of-the-fittest boiler room, battles his top rival for control of their job placement company -- his dream of owning the company clashing with the needs of his family.",English,"Canada, USA",1 win.,https://m.media-amazon.com/images/M/MV5BYjdkY2MzMGEtNzI5YS00ZDVkLTliZmMtZGMxZDJiMGU2MjIwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,6.5,"9,053",tt1718924,movie,N/A,N/A,Vertical Entertainment,N/A,True,R,"December 15, 2019",http://www.flixable.com/title/80125782/,
Bangistan,2015,Not Rated,07 Aug 2015,135 min,"Comedy, Drama",Karan Anshuman,"Puneet Krishna, Sumit Purohit, Karan Anshuman","Jacqueline Fernandez, Saharsh Kumar Shukla, Riteish Deshmukh, Michalina Olszanska","Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",Hindi,India,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzMwYmZjZWUtNjQxMi00NzhjLTgxZTUtNjA5OGQ0ZjQzNzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,4.5,"1,003",tt3422462,movie,N/A,N/A,Eros Entertainment,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/80074933/,
Cinderella and the Four Knights,2016,N/A,12 Aug 2016,60 min,"Comedy, Romance",N/A,N/A,"Il-Woo Jung, Jae-Hyun Ahn, So-dam Park, Jung Shin Lee","A young girl who lives with her cruel stepmother and sister, accidentally meets 3 young and rich cousins who live a luxury life in a big mansion and is hired by the boys grandpa to look after their bad behavior.",Korean,South Korea,1 win.,https://m.media-amazon.com/images/M/MV5BZDk4MzYxMjYtNWI0ZS00NDE1LTk5YjYtZjI4NDM1ZTBhZjdmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,340",tt5764414,series,,,,,True,TV-14,"December 15, 2019",http://www.flixable.com/title/80188605/,1
Cocomong,2015,,,,,,,,,,,,,,,,,,,,,,,,TV-Y,"December 15, 2019",http://www.flixable.com/title/81215567/,
Crash Landing on You,2019,N/A,14 Dec 2019,70 min,"Comedy, Romance",N/A,N/A,"Hyun Bin, Ye-jin Son, Ji-hye Seo, Jung-hyun Kim","Yoon Se Ri is an heiress to a conglomerate in South Korea. One day, while paragliding, an accident caused leads Yoon Se Ri to make an emergency landing in North Korea. There, she meets Ri Jung Hyuk, who is a North Korean army officer.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMDYwNDMzNDAtYWJhZi00ODVkLTllNGMtMjM4ZjA1OWI2MjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,229,tt11178330,series,,,,,True,TV-14,"December 15, 2019",http://www.flixable.com/title/81159258/,N/A
"Crazy, Lovely, Cool",2018,N/A,02 May 2018,50 min,Romance,N/A,N/A,"Adesua Etomi-Wellington, Lorenzo Menakaya, Enyinna Nwigwe, Zynnell Zuh","CRAZY, LOVELY, COOL is a coming-of-age TV series that takes a fond look at the lives, joys and struggles of a group of charismatic students whose paths cross on the campus of Nigeria's ...",English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BZjU5YzljZWItYzU5Yi00NzEyLWIwYzUtZTMyMWE1YzZmNWE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,12,tt8528314,series,,,,,True,TV-MA,"December 15, 2019",http://www.flixable.com/title/81213155/,N/A
Dil Chahta Hai,2001,Not Rated,10 Aug 2001,183 min,"Comedy, Drama, Romance",Farhan Akhtar,"Kassim Jagmagia (story co-developed by), Farhan Akhtar (story), Farhan Akhtar (screenplay), Farhan Akhtar (dialogue), Karan Kashyap (dialogue supervisor)","Aamir Khan, Saif Ali Khan, Akshaye Khanna, Preity Zinta","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","Hindi, English, Urdu",India,26 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BMjRjMTYwMTYtMmRkNi00MmVkLWE0MjQtNmM3YjI0NWFhZDNmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"62,689",tt0292490,movie,25 Sep 2001,N/A,Excel Entertainment,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/60021525/,
Dil Dhadakne Do,2015,Not Rated,05 Jun 2015,170 min,"Comedy, Drama, Romance",Zoya Akhtar,"Zoya Akhtar (story and screenplay), Reema Kagti (story and screenplay), Javed Akhtar (dialogue: Pluto Mehra), Farhan Akhtar (dialogue)","Anil Kapoor, Shefali Shah, Priyanka Chopra, Ranveer Singh",The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,Hindi,India,5 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BZWMzODAxMDAtMTk1Yi00NjBjLTgyOWYtNjYyNjYxZDg1NGU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTM3NDI3MzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",N/A,6.8,"13,352",tt4110568,movie,N/A,N/A,Junglee Pictures,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/80057585/,
Don,2006,Not Rated,20 Oct 2006,171 min,"Action, Crime, Thriller",Farhan Akhtar,"Salim Khan (based on an original screenplay by), Javed Akhtar (based on an original screenplay by), Farhan Akhtar","Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar","A simple man, Vijay, is recruited by a police officer to masquerade as Don, the leader of an international gang of smugglers. But things go wrong when the officer is killed and Vijay is left to fend for himself.",Hindi,India,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzAyMWE0MjgtMDVjNS00ZDMyLWE4NjQtNWU2ZDgyYTlmMjdjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"32,258",tt0461936,movie,12 Dec 2006,"$2,209,023",UTV Communications,N/A,True,TV-MA,"December 15, 2019",http://www.flixable.com/title/70059026/,
Don 2,2011,Not Rated,23 Dec 2011,148 min,"Action, Crime, Thriller",Farhan Akhtar,"Farhan Akhtar (dialogue), Farhan Akhtar (story), Javed Akhtar (characters), Salim Khan (characters), Ameet Mehta (screenplay), Ameet Mehta (story), Rajshri Sudhakar (Dialogue Writer: Telugu)","Shah Rukh Khan, Priyanka Chopra, Boman Irani, Lara Dutta","An international criminal turns himself in and escapes with an old rival from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.","Hindi, English, German","India, Germany",8 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzNiYWYxNWYtZDYzMC00MzA0LTkzY2UtNDAwNDhiYmVjNmEwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.1,"47,219",tt1285241,movie,08 Jun 2012,"$2,425,377",Reliance Big Pictures,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70224999/,
Fukrey,2013,Not Rated,14 Jun 2013,139 min,"Comedy, Drama, Romance",Mrighdeep Lamba,"Mrighdeep Lamba (additional dialogue), Mrighdeep Lamba (screenplay), Vipul Vig (screenplay), Vipul Vig (story and dialogue)","Pulkit Samrat, Varun Sharma, Ali Fazal, Manjot Singh","The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",Hindi,India,4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BODI5MzQ2NDg0MV5BMl5BanBnXkFtZTcwNTEwMzI1OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"9,763",tt2806788,movie,N/A,"$87,133",Eros,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70278990/,
Game,2011,Not Rated,01 Apr 2011,135 min,"Action, Crime, Drama, Mystery, Thriller",Abhinay Deo,"Farhan Akhtar (dialogue), Javed Akhtar (lyrics)","Abhishek Bachchan, Kangana Ranaut, Anupam Kher, Boman Irani","A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning, the wealthy man is found murdered.","Hindi, English",India,2 wins.,https://m.media-amazon.com/images/M/MV5BY2E1NmIyNmEtOTFhZS00MjM0LWJkM2UtYzc2NWNlMjM5ZGNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"1,810",tt1772872,movie,16 May 2011,"$127,759",Eros International,N/A,True,TV-MA,"December 15, 2019",http://www.flixable.com/title/70181734/,
Girls und Panzer,2012,TV-14,01 Oct 2012,25 min,"Animation, Action, Comedy, Sport",N/A,N/A,"Mai Fuchigami, Ai Kayano, Mami Ozaki, Ikumi Nakagami","Miho Nishizumi comes from a family famous for their skills in Senshado, the art of tank warfare. However, she dishonored her family name, so she attends the no-name high school called Oorai...","Russian, English, Japanese",Japan,N/A,https://m.media-amazon.com/images/M/MV5BNzRmNGUyYWItY2EyOS00YTVjLTg3NmEtYjMwOGVkNzM0MzNlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,713,tt2294076,series,,,,,True,TV-14,"December 15, 2019",http://www.flixable.com/title/80205232/,1
Holy Expectations,2019,N/A,05 Sep 2019,89 min,Comedy,Fernando Ayllón,"Fernando Ayllón, Ángel Ayllón","Joavany Alvarez, Carlos Barbosa, Adriana Botina, Christian López","With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjhhYzM3MGUtNmU3NS00NDY0LWJlNDItNTcxNDAwZjBkYmJlXkEyXkFqcGdeQXVyMzM0NTc2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,7,tt10945950,movie,N/A,N/A,N/A,N/A,True,TV-PG,"December 15, 2019",http://www.flixable.com/title/81135444/,
Honeymoon Travels Pvt. Ltd.,2007,Not Rated,23 Feb 2007,118 min,"Comedy, Drama, Romance",Reema Kagti,"Reema Kagti, Anurag Kashyap (dialogue)","Ranvir Shorey, Dia Mirza, Abhay Deol, Minissha Lamba","Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.","Hindi, English, Bengali, Urdu, Bhojpuri",India,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYWFhOGRjMGQtMTgyMC00ZjA3LTliYmYtZjBiMDA2YjhlYmM4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"2,050",tt0808306,movie,N/A,N/A,N/A,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70254352/,
Hope: One in a Billion,2017,N/A,01 Jan 2017,N/A,Documentary,Brodje Wemboendja,Brodje Wemboendja,Gift Ngoepe,"This documentary showcases the story of Gift Ngoepe, the first person from Africa to play in the world's biggest baseball competition, the major league baseball (MLB) in the USA. Gift grew ...",English,"USA, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BMmQzYWUxYzItYjEzNC00NjkzLWEwZDQtMmMzMGViMzYzMTZkXkEyXkFqcGdeQXVyODU5ODYyMjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,10,tt8610846,movie,N/A,N/A,N/A,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/81213153/,
Isoken,2017,N/A,16 Jun 2017,100 min,Romance,Jadesola Osiberu,Jadesola Osiberu,"Dakore Akande, Joseph Benjamin, Marc Rhys, Funke Akindele","Everyone in the Osayande family worries about Isoken. Although she has what appears to be a perfect life - beautiful, successful and surrounded by great family and friends - Isoken is still...",English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BZGNjNDU2ZDEtZDg0MC00ZDFhLTkxYzUtNzAzMzYzOGQ5NTFmXkEyXkFqcGdeQXVyNTMzNjAxMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,56,tt6685776,movie,N/A,N/A,N/A,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/81213148/,
Karthik Calling Karthik,2010,Not Rated,26 Feb 2010,135 min,"Drama, Mystery, Thriller",Vijay Lalwani,"Vijay Lalwani (story, screenplay & dialogue)","Siddhartha Gupta, Swapnel Desai, Farhan Akhtar, Vipin Sharma","A loner, Karthik achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone claiming to be him.","Hindi, Urdu",India,8 nominations.,https://m.media-amazon.com/images/M/MV5BMTg4NzUyNDExMl5BMl5BanBnXkFtZTcwOTg3NTk5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"9,587",tt1373156,movie,18 May 2010,"$262,511",Eros Entertainment,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70134537/,
Lakshya,2004,Not Rated,18 Jun 2004,186 min,"Action, Drama, Romance, War",Farhan Akhtar,"Javed Akhtar (dialogue), Javed Akhtar (screenplay), Javed Akhtar (story), Karan Kashyap (dialogue supervisor)","Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri","An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.","Hindi, English",India,4 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BY2Y0NjY5ZTctZWMzNC00MDQ4LTkyMWUtOGZkMzk4NWNhYWI5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"19,082",tt0323013,movie,25 Jan 2005,"$700,085",Excel Entertainment,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70001237/,
Luck by Chance,2009,Not Rated,30 Jan 2009,156 min,Drama,Zoya Akhtar,"Zoya Akhtar (story & screenplay), Javed Akhtar (dialogue)","Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.","Hindi, English",India,4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4NjIxNDc3Nl5BMl5BanBnXkFtZTcwNDc4NTk5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.0,"8,936",tt0886539,movie,17 Mar 2009,"$326,187",Adlabs Films,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70114467/,
Potato Potahto,2017,N/A,24 May 2017,115 min,Comedy,Shirley Frimpong-Manso,Shirley Frimpong-Manso,"O.C. Ukeje, Joselyn Dumas, Joke Silva, Kemi Lala Akindoju","A divorced couple who decide to share equal space in their ex-matrimonial home soon realize that the ingenious idea is easier said than done. Bent on flexing their egos and scoring points, ...",English,Ghana,N/A,https://m.media-amazon.com/images/M/MV5BY2QyMWM4ODQtMWNkYy00ZDU4LWI0OGUtZjVlOTc2NGUyNjJjXkEyXkFqcGdeQXVyNjQ5OTcxMTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,31,tt6950250,movie,N/A,N/A,N/A,N/A,True,TV-MA,"December 15, 2019",http://www.flixable.com/title/81213149/,
Rock On!!,2008,Not Rated,29 Aug 2008,145 min,"Drama, Music",Abhishek Kapoor,"Farhan Akhtar (dialogue), Pubali Chaudhuri (screenplay), Abhishek Kapoor (story)","Arjun Rampal, Farhan Akhtar, Luke Kenny, Purab Kohli",Four friends reunite to relive their moments of glory as a rock band.,"Hindi, English",India,13 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTM2NjIwODc4N15BMl5BanBnXkFtZTcwMDgwMzM4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"19,623",tt1230165,movie,N/A,N/A,N/A,N/A,True,TV-14,"December 15, 2019",http://www.flixable.com/title/70110883/,
